ID,Oil_Type,Surfactant_Type,Required_HLB,Oil_MW,Surf_HLB,Surf_MW,Smix_Ratio,System_HLB,PDI,Stability_Target
NE_1140,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,3,13.77,0.378,0
NE_1141,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,3,11.38,0.417,0
NE_1142,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.206,1
NE_1143,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,1,10.0,0.223,0
NE_1144,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.201,0
NE_1145,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.218,1
NE_1146,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,2,10.67,0.137,0
NE_1147,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,2,10.67,0.388,0
NE_1148,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,3,10.25,0.418,0
NE_1149,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,3,13.77,0.129,1
NE_1150,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.271,0
NE_1151,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,2,10.67,0.147,1
NE_1152,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,1,9.25,0.251,0
NE_1153,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,3,10.25,0.182,0
NE_1154,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,2,9.67,0.355,0
NE_1155,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,3,13.77,0.422,0
NE_1156,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,3,11.38,0.258,0
NE_1157,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.224,0
NE_1158,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,3,10.25,0.379,0
NE_1159,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,1,10.85,0.319,0
NE_1160,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,3,10.25,0.241,0
NE_1161,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,3,13.77,0.439,0
NE_1162,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,1,8.5,0.229,0
NE_1163,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,3,13.77,0.174,0
NE_1164,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,2,11.67,0.449,0
NE_1165,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,1,9.25,0.409,0
NE_1166,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,2,10.67,0.202,0
NE_1167,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,3,13.77,0.179,1
NE_1168,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,3,10.25,0.309,0
NE_1169,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,3,12.5,0.135,0
NE_1170,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,3,10.25,0.398,0
NE_1171,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,3,11.38,0.436,0
NE_1172,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,1,9.25,0.394,0
NE_1173,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,3,11.38,0.147,0
NE_1174,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.307,0
NE_1175,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,2,9.67,0.196,0
NE_1176,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,2,10.67,0.448,0
NE_1177,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,1,10.0,0.356,0
NE_1178,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,1,9.25,0.375,0
NE_1179,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.138,0
NE_1180,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.143,0
NE_1181,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,3,11.38,0.321,0
NE_1182,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,1,8.5,0.306,0
NE_1183,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,1,8.5,0.344,0
NE_1184,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,2,9.67,0.357,0
NE_1185,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,2,9.67,0.22,0
NE_1186,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,3,12.5,0.358,0
NE_1187,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.185,0
NE_1188,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,1,8.5,0.189,0
NE_1189,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,3,10.25,0.268,0
NE_1190,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.158,1
NE_1191,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.122,0
NE_1192,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,2,9.67,0.275,1
NE_1193,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.378,0
NE_1194,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,1,9.25,0.116,0
NE_1195,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,2,9.67,0.244,0
NE_1196,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,2,12.8,0.419,0
NE_1197,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,3,12.5,0.169,1
NE_1198,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,1,8.5,0.233,0
NE_1199,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,2,12.8,0.342,0
NE_1200,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.151,0
NE_1201,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,2,10.67,0.173,0
NE_1202,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,1,10.85,0.408,0
NE_1203,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,3,10.25,0.29,0
NE_1204,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.3,1
NE_1205,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,3,12.5,0.34,0
NE_1206,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,1,10.0,0.306,0
NE_1207,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,2,9.67,0.119,0
NE_1208,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,1,10.85,0.126,1
NE_1209,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.304,0
NE_1210,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,2,9.67,0.176,0
NE_1211,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,1,10.85,0.42,0
NE_1212,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,3,13.77,0.276,1
NE_1213,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,3,10.25,0.213,1
NE_1214,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,2,11.67,0.121,0
NE_1215,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,1,9.25,0.4,0
NE_1216,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,1,10.0,0.204,1
NE_1217,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,3,10.25,0.239,0
NE_1218,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,3,11.38,0.293,0
NE_1219,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,2,12.8,0.226,1
NE_1220,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.37,0
NE_1221,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.133,0
NE_1222,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,3,11.38,0.313,0
NE_1223,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,3,13.77,0.143,0
NE_1224,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.426,0
NE_1225,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,3,11.38,0.375,0
NE_1226,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,3,11.38,0.418,0
NE_1227,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,3,13.77,0.231,0
NE_1228,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,3,13.77,0.277,0
NE_1229,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,3,13.77,0.446,0
NE_1230,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,3,12.5,0.372,0
NE_1231,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.438,0
NE_1232,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,3,10.25,0.278,0
NE_1233,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,3,11.38,0.297,0
NE_1234,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,1,9.25,0.378,0
NE_1235,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,1,8.5,0.355,0
NE_1236,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,3,11.38,0.308,0
NE_1237,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.435,0
NE_1238,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,1,10.85,0.434,0
NE_1239,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,2,9.67,0.224,0
NE_1240,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,3,11.38,0.277,0
NE_1241,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,1,8.5,0.196,0
NE_1242,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,2,12.8,0.274,1
NE_1243,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,3,13.77,0.186,1
NE_1244,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.106,1
NE_1245,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,2,12.8,0.173,1
NE_1246,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,2,9.67,0.449,0
NE_1247,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,3,11.38,0.267,0
NE_1248,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,1,9.25,0.336,0
NE_1249,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,2,10.67,0.321,0
NE_1250,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,2,10.67,0.105,0
NE_1251,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,2,10.67,0.399,0
NE_1252,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,3,12.5,0.223,1
NE_1253,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,2,9.67,0.143,1
NE_1254,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,1,8.5,0.149,0
NE_1255,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,2,11.67,0.429,0
NE_1256,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,1,9.25,0.415,0
NE_1257,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.179,1
NE_1258,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,2,9.67,0.28,0
NE_1259,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,3,12.5,0.349,0
NE_1260,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,2,9.67,0.278,1
NE_1261,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.286,0
NE_1262,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,2,11.67,0.284,0
NE_1263,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,1,9.25,0.386,0
NE_1264,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,1,9.25,0.289,0
NE_1265,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,2,12.8,0.408,0
NE_1266,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.32,0
NE_1267,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,1,9.25,0.356,0
NE_1268,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,1,8.5,0.446,0
NE_1269,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,1,8.5,0.223,0
NE_1270,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.283,0
NE_1271,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,2,11.67,0.252,0
NE_1272,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,2,12.8,0.188,1
NE_1273,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,1,10.85,0.421,0
NE_1274,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,3,10.25,0.261,0
NE_1275,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,2,12.8,0.384,0
NE_1276,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,1,10.0,0.139,1
NE_1277,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,1,9.25,0.152,0
NE_1278,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.384,0
NE_1279,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,1,9.25,0.252,0
NE_1280,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,1,8.5,0.37,0
NE_1281,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.444,0
NE_1282,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,3,12.5,0.374,0
NE_1283,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,1,10.0,0.233,0
NE_1284,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,2,11.67,0.425,0
NE_1285,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,1,9.25,0.433,0
NE_1286,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,1,9.25,0.119,1
NE_1287,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,3,11.38,0.408,0
NE_1288,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.24,1
NE_1289,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,3,10.25,0.174,0
NE_1290,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,3,13.77,0.163,0
NE_1291,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.244,0
NE_1292,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,1,10.0,0.356,0
NE_1293,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,3,12.5,0.178,1
NE_1294,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,1,8.5,0.193,0
NE_1295,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.248,0
NE_1296,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,3,13.77,0.105,0
NE_1297,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,3,13.77,0.263,1
NE_1298,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.26,0
NE_1299,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,3,10.25,0.286,0
NE_1300,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,3,11.38,0.305,0
NE_1301,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.434,0
NE_1302,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,3,11.38,0.113,0
NE_1303,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,1,10.0,0.137,0
NE_1304,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.383,0
NE_1305,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,3,13.77,0.168,1
NE_1306,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,1,8.5,0.444,0
NE_1307,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.374,0
NE_1308,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,3,11.38,0.219,0
NE_1309,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,1,8.5,0.257,0
NE_1310,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,2,9.67,0.223,0
NE_1311,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,1,9.25,0.209,0
NE_1312,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,3,13.77,0.261,1
NE_1313,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,2,11.67,0.384,0
NE_1314,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,2,10.67,0.396,0
NE_1315,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.32,0
NE_1316,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,1,8.5,0.158,0
NE_1317,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,3,13.77,0.341,0
NE_1318,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,1,9.25,0.185,1
NE_1319,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,3,11.38,0.242,0
NE_1320,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,1,8.5,0.391,0
NE_1321,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,3,10.25,0.209,0
NE_1322,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,1,8.5,0.102,0
NE_1323,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,3,12.5,0.198,0
NE_1324,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,1,10.0,0.196,0
NE_1325,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,2,10.67,0.249,0
NE_1326,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.114,1
NE_1327,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,1,10.0,0.386,0
NE_1328,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,3,13.77,0.133,1
NE_1329,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.287,1
NE_1330,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,2,10.67,0.36,0
NE_1331,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,1,10.85,0.188,0
NE_1332,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,3,12.5,0.157,1
NE_1333,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,3,11.38,0.335,0
NE_1334,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.438,0
NE_1335,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,2,9.67,0.18,0
NE_1336,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,1,8.5,0.366,0
NE_1337,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,3,10.25,0.141,0
NE_1338,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,1,8.5,0.326,0
NE_1339,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.416,0
NE_1340,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.343,0
NE_1341,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,2,10.67,0.104,0
NE_1342,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,3,11.38,0.271,0
NE_1343,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,3,13.77,0.255,1
NE_1344,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,3,11.38,0.158,1
NE_1345,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,2,10.67,0.142,0
NE_1346,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,3,11.38,0.207,1
NE_1347,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.302,0
NE_1348,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.283,0
NE_1349,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.376,0
NE_1350,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,3,11.38,0.159,0
NE_1351,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,2,9.67,0.384,0
NE_1352,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.152,1
NE_1353,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,3,10.25,0.321,0
NE_1354,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,3,10.25,0.111,1
NE_1355,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,2,11.67,0.224,0
NE_1356,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,2,9.67,0.187,1
NE_1357,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,2,10.67,0.24,0
NE_1358,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.356,0
NE_1359,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,3,11.38,0.251,1
NE_1360,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,3,11.38,0.171,0
NE_1361,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,1,10.0,0.397,0
NE_1362,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.307,0
NE_1363,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,2,9.67,0.356,0
NE_1364,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,2,10.67,0.383,0
NE_1365,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,2,11.67,0.442,0
NE_1366,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,2,12.8,0.219,1
NE_1367,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,3,11.38,0.376,0
NE_1368,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,3,13.77,0.38,0
NE_1369,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,2,10.67,0.135,0
NE_1370,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,2,10.67,0.324,0
NE_1371,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,2,9.67,0.121,0
NE_1372,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,2,9.67,0.412,0
NE_1373,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.357,0
NE_1374,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,1,8.5,0.248,0
NE_1375,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.246,1
NE_1376,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,3,10.25,0.293,0
NE_1377,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,3,11.38,0.423,0
NE_1378,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.148,0
NE_1379,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,3,11.38,0.332,0
NE_1380,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,1,10.0,0.338,0
NE_1381,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,3,13.77,0.149,1
NE_1382,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,3,11.38,0.151,0
NE_1383,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,2,9.67,0.342,0
NE_1384,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,3,10.25,0.214,0
NE_1385,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,1,10.85,0.351,0
NE_1386,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,3,10.25,0.36,0
NE_1387,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,2,9.67,0.361,0
NE_1388,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,3,12.5,0.271,1
NE_1389,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,3,10.25,0.301,0
NE_1390,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,1,10.0,0.137,0
NE_1391,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,3,10.25,0.357,0
NE_1392,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.264,0
NE_1393,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,2,11.67,0.431,0
NE_1394,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,3,11.38,0.141,1
NE_1395,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,1,10.0,0.312,0
NE_1396,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,1,8.5,0.33,0
NE_1397,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,2,10.67,0.167,1
NE_1398,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,1,8.5,0.199,0
NE_1399,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.305,0
NE_1400,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,1,8.5,0.421,0
NE_1401,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.335,0
NE_1402,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,3,13.77,0.357,0
NE_1403,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,3,10.25,0.308,0
NE_1404,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,1,8.5,0.431,0
NE_1405,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,2,10.67,0.393,0
NE_1406,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,1,8.5,0.336,0
NE_1407,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,3,11.38,0.324,0
NE_1408,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,2,9.67,0.286,0
NE_1409,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,2,11.67,0.354,0
NE_1410,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,2,11.67,0.238,0
NE_1411,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.326,0
NE_1412,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,1,8.5,0.308,0
NE_1413,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,1,8.5,0.322,0
NE_1414,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,2,12.8,0.278,1
NE_1415,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,2,12.8,0.357,0
NE_1416,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,1,10.0,0.241,0
NE_1417,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,3,12.5,0.308,0
NE_1418,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,3,11.38,0.223,0
NE_1419,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,1,8.5,0.146,0
NE_1420,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,1,8.5,0.131,0
NE_1421,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,1,9.25,0.151,1
NE_1422,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,3,12.5,0.181,1
NE_1423,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,3,13.77,0.107,1
NE_1424,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,2,9.67,0.314,0
